Sales Person,Country,Product,Date,Amount,Boxes Shipped
Madelene Upcott,UK,Caramel Stuffed Bars,15/04/2022,$161.00,1970-01-01 00:00:00.000000145
Gigi Bohling,Australia,Drinking Coco,27/07/2022,"$2,807.00",1970-01-01 00:00:00.000000139
Marney O'Breen,Canada,Choco Coated Almonds,22/08/2022,"$2,639.00",1970-01-01 00:00:00.000000406
Ches Bonnell,USA,70% Dark Bites,11/05/2022,"$4,571.00",1970-01-01 00:00:00.000000122
Madelene Upcott,India,Organic Choco Syrup,26/01/2022,"$4,781.00",1970-01-01 00:00:00.000000038
Barr Faughny,USA,50% Dark Bites,14/04/2022,"$13,034.00",1970-01-01 00:00:00.000000117
Dennison Crosswaite,New Zealand,Mint Chip Choco,05/04/2022,"$6,454.00",1970-01-01 00:00:00.000000417
Marney O'Breen,New Zealand,Smooth Sliky Salty,14/06/2022,"$8,484.00",1970-01-01 00:00:00.000000057
Brien Boise,Canada,Almond Choco,13/04/2022,"$4,781.00",1970-01-01 00:00:00.000000125
Beverie Moffet,Australia,White Choc,27/06/2022,"$2,240.00",1970-01-01 00:00:00.000000166
Dotty Strutley,Australia,Eclairs,26/01/2022,"$6,979.00",1970-01-01 00:00:00.000000003
Barr Faughny,UK,White Choc,05/07/2022,"$1,652.00",1970-01-01 00:00:00.000000072
Beverie Moffet,Canada,Baker's Choco Chips,11/01/2022,"$13,447.00",1970-01-01 00:00:00.000000095
Kelci Walkden,USA,White Choc,07/03/2022,"$9,422.00",1970-01-01 00:00:00.000000022
Kaine Padly,Canada,50% Dark Bites,04/03/2022,"$8,687.00",1970-01-01 00:00:00.000000100
Karlen McCaffrey,Canada,Organic Choco Syrup,15/07/2022,"$2,415.00",1970-01-01 00:00:00.000000312
Kaine Padly,UK,Peanut Butter Cubes,11/05/2022,"$6,272.00",1970-01-01 00:00:00.000000086
Karlen McCaffrey,USA,Milk Bars,27/01/2022,"$4,389.00",1970-01-01 00:00:00.000000007
Karlen McCaffrey,India,Orange Choco,27/06/2022,"$3,122.00",1970-01-01 00:00:00.000000149
Ches Bonnell,India,Smooth Sliky Salty,03/08/2022,"$8,043.00",1970-01-01 00:00:00.000000018
Wilone O'Kielt,New Zealand,Mint Chip Choco,19/08/2022,"$11,662.00",1970-01-01 00:00:00.000000242
Wilone O'Kielt,Australia,Fruit & Nut Bars,15/06/2022,$392.00,1970-01-01 00:00:00.000000102
Dennison Crosswaite,UK,Peanut Butter Cubes,07/02/2022,"$8,925.00",1970-01-01 00:00:00.000000158
Karlen McCaffrey,Australia,Almond Choco,08/07/2022,"$7,294.00",1970-01-01 00:00:00.000000128
Dennison Crosswaite,India,Milk Bars,21/04/2022,"$1,526.00",1970-01-01 00:00:00.000000096
Ches Bonnell,UK,Mint Chip Choco,08/04/2022,"$2,688.00",1970-01-01 00:00:00.000000209
Husein Augar,Australia,50% Dark Bites,19/08/2022,"$14,889.00",1970-01-01 00:00:00.000000052
Jan Morforth,India,Fruit & Nut Bars,04/05/2022,"$2,912.00",1970-01-01 00:00:00.000000055
Mallorie Waber,USA,85% Dark Bars,11/05/2022,"$2,632.00",1970-01-01 00:00:00.000000108
Mallorie Waber,USA,Eclairs,22/03/2022,"$6,328.00",1970-01-01 00:00:00.000000051
Dennison Crosswaite,Canada,Spicy Special Slims,10/08/2022,"$2,527.00",1970-01-01 00:00:00.000000216
Dennison Crosswaite,USA,Fruit & Nut Bars,04/05/2022,"$1,414.00",1970-01-01 00:00:00.000000318
Kelci Walkden,USA,99% Dark & Pure,18/08/2022,"$7,714.00",1970-01-01 00:00:00.000000238
Dotty Strutley,Canada,Raspberry Choco,03/08/2022,"$4,347.00",1970-01-01 00:00:00.000000238
Marney O'Breen,New Zealand,Milk Bars,14/01/2022,"$7,490.00",1970-01-01 00:00:00.000000315
Madelene Upcott,Australia,Choco Coated Almonds,08/04/2022,"$2,058.00",1970-01-01 00:00:00.000000072
Kelci Walkden,UK,Orange Choco,01/08/2022,"$3,640.00",1970-01-01 00:00:00.000000003
Dennison Crosswaite,Canada,Eclairs,15/03/2022,$455.00,1970-01-01 00:00:00.000000045
Karlen McCaffrey,India,Mint Chip Choco,15/07/2022,"$10,990.00",1970-01-01 00:00:00.000000184
Barr Faughny,New Zealand,Almond Choco,13/01/2022,"$5,558.00",1970-01-01 00:00:00.000000127
Mallorie Waber,Australia,85% Dark Bars,26/08/2022,"$2,541.00",1970-01-01 00:00:00.000000053
Ches Bonnell,Canada,Eclairs,10/01/2022,"$1,876.00",1970-01-01 00:00:00.000000172
Gigi Bohling,Australia,White Choc,11/05/2022,"$5,523.00",1970-01-01 00:00:00.000000087
Beverie Moffet,New Zealand,85% Dark Bars,30/08/2022,"$11,200.00",1970-01-01 00:00:00.000000022
Kaine Padly,USA,Caramel Stuffed Bars,21/07/2022,"$5,593.00",1970-01-01 00:00:00.000000122
Mallorie Waber,Australia,Almond Choco,01/08/2022,"$7,882.00",1970-01-01 00:00:00.000000125
Brien Boise,Canada,85% Dark Bars,17/02/2022,"$10,241.00",1970-01-01 00:00:00.000000259
Brien Boise,Australia,Drinking Coco,27/07/2022,"$6,832.00",1970-01-01 00:00:00.000000156
Dotty Strutley,USA,Orange Choco,23/02/2022,"$1,379.00",1970-01-01 00:00:00.000000107
Rafaelita Blaksland,Australia,50% Dark Bites,22/03/2022,"$3,010.00",1970-01-01 00:00:00.000000040
Dennison Crosswaite,India,99% Dark & Pure,23/06/2022,"$6,888.00",1970-01-01 00:00:00.000000311
Curtice Advani,UK,White Choc,01/02/2022,"$1,540.00",1970-01-01 00:00:00.000000073
Kelci Walkden,Australia,After Nines,02/03/2022,"$6,916.00",1970-01-01 00:00:00.000000288
Gigi Bohling,UK,Fruit & Nut Bars,06/04/2022,"$1,232.00",1970-01-01 00:00:00.000000086
Gunar Cockshoot,Australia,Raspberry Choco,17/03/2022,$602.00,1970-01-01 00:00:00.000000072
Curtice Advani,UK,Fruit & Nut Bars,24/06/2022,"$10,927.00",1970-01-01 00:00:00.000000136
Barr Faughny,Canada,50% Dark Bites,19/07/2022,"$10,185.00",1970-01-01 00:00:00.000000303
Curtice Advani,USA,Spicy Special Slims,11/07/2022,"$1,603.00",1970-01-01 00:00:00.000000264
Brien Boise,India,Almond Choco,13/01/2022,"$2,170.00",1970-01-01 00:00:00.000000218
Oby Sorrel,New Zealand,Smooth Sliky Salty,07/07/2022,"$8,673.00",1970-01-01 00:00:00.000000060
Jan Morforth,India,85% Dark Bars,25/05/2022,"$4,760.00",1970-01-01 00:00:00.000000418
Marney O'Breen,India,Fruit & Nut Bars,13/04/2022,"$4,753.00",1970-01-01 00:00:00.000000151
Andria Kimpton,New Zealand,50% Dark Bites,02/03/2022,"$3,374.00",1970-01-01 00:00:00.000000202
Gunar Cockshoot,Canada,Raspberry Choco,23/06/2022,"$2,058.00",1970-01-01 00:00:00.000000126
Kelci Walkden,USA,Drinking Coco,26/07/2022,"$6,454.00",1970-01-01 00:00:00.000000160
Van Tuxwell,Canada,White Choc,22/03/2022,$420.00,1970-01-01 00:00:00.000000003
Rafaelita Blaksland,USA,Baker's Choco Chips,09/06/2022,"$2,863.00",1970-01-01 00:00:00.000000058
Van Tuxwell,Australia,Caramel Stuffed Bars,17/05/2022,"$5,936.00",1970-01-01 00:00:00.000000059
Ches Bonnell,New Zealand,Peanut Butter Cubes,04/03/2022,$889.00,1970-01-01 00:00:00.000000273
Kelci Walkden,Canada,Milk Bars,07/07/2022,"$16,016.00",1970-01-01 00:00:00.000000028
Dennison Crosswaite,Canada,Choco Coated Almonds,13/01/2022,"$10,479.00",1970-01-01 00:00:00.000000118
Curtice Advani,Australia,Almond Choco,13/07/2022,"$2,912.00",1970-01-01 00:00:00.000000075
Madelene Upcott,Australia,85% Dark Bars,16/06/2022,"$1,575.00",1970-01-01 00:00:00.000000329
Gigi Bohling,UK,50% Dark Bites,18/07/2022,"$8,197.00",1970-01-01 00:00:00.000000069
Ches Bonnell,UK,Manuka Honey Choco,30/05/2022,"$4,221.00",1970-01-01 00:00:00.000000395
Gigi Bohling,UK,70% Dark Bites,21/06/2022,$840.00,1970-01-01 00:00:00.000000081
Jehu Rudeforth,Australia,Peanut Butter Cubes,24/06/2022,"$5,691.00",1970-01-01 00:00:00.000000038
Marney O'Breen,India,Eclairs,13/01/2022,"$3,472.00",1970-01-01 00:00:00.000000096
Curtice Advani,Canada,Fruit & Nut Bars,04/04/2022,"$4,193.00",1970-01-01 00:00:00.000000195
Kaine Padly,UK,Smooth Sliky Salty,08/06/2022,"$9,016.00",1970-01-01 00:00:00.000000554
Karlen McCaffrey,Canada,Spicy Special Slims,02/08/2022,"$6,328.00",1970-01-01 00:00:00.000000047
Kelci Walkden,USA,Organic Choco Syrup,21/07/2022,"$9,870.00",1970-01-01 00:00:00.000000152
Curtice Advani,India,Spicy Special Slims,20/06/2022,$161.00,1970-01-01 00:00:00.000000134
Roddy Speechley,India,After Nines,22/06/2022,"$2,576.00",1970-01-01 00:00:00.000000112
Camilla Castle,Australia,Caramel Stuffed Bars,02/05/2022,"$3,178.00",1970-01-01 00:00:00.000000016
Curtice Advani,Australia,99% Dark & Pure,07/01/2022,"$4,676.00",1970-01-01 00:00:00.000000084
Mallorie Waber,UK,50% Dark Bites,21/02/2022,"$5,502.00",1970-01-01 00:00:00.000000099
Ches Bonnell,Canada,Baker's Choco Chips,21/03/2022,"$7,462.00",1970-01-01 00:00:00.000000371
Van Tuxwell,UK,Drinking Coco,04/04/2022,"$5,803.00",1970-01-01 00:00:00.000000136
Gunar Cockshoot,Canada,Fruit & Nut Bars,24/03/2022,"$13,888.00",1970-01-01 00:00:00.000000203
Gunar Cockshoot,New Zealand,Spicy Special Slims,28/06/2022,"$6,867.00",1970-01-01 00:00:00.000000183
Gunar Cockshoot,Australia,Drinking Coco,14/01/2022,"$2,317.00",1970-01-01 00:00:00.000000195
Karlen McCaffrey,New Zealand,Fruit & Nut Bars,07/02/2022,"$1,218.00",1970-01-01 00:00:00.000000135
Dennison Crosswaite,New Zealand,Drinking Coco,11/01/2022,"$4,109.00",1970-01-01 00:00:00.000000197
Jehu Rudeforth,India,99% Dark & Pure,25/02/2022,"$1,953.00",1970-01-01 00:00:00.000000242
Dotty Strutley,Australia,Mint Chip Choco,01/08/2022,"$6,790.00",1970-01-01 00:00:00.000000025
Roddy Speechley,Australia,Mint Chip Choco,05/05/2022,"$6,797.00",1970-01-01 00:00:00.000000252
Madelene Upcott,New Zealand,Raspberry Choco,18/05/2022,"$9,226.00",1970-01-01 00:00:00.000000415
Dotty Strutley,New Zealand,Choco Coated Almonds,04/01/2022,"$5,733.00",1970-01-01 00:00:00.000000348
Roddy Speechley,New Zealand,50% Dark Bites,09/05/2022,"$4,312.00",1970-01-01 00:00:00.000000211
Rafaelita Blaksland,India,Smooth Sliky Salty,06/05/2022,"$1,638.00",1970-01-01 00:00:00.000000081
Husein Augar,UK,White Choc,13/01/2022,"$10,815.00",1970-01-01 00:00:00.000000145
Roddy Speechley,Australia,Almond Choco,24/06/2022,"$4,466.00",1970-01-01 00:00:00.000000074
Van Tuxwell,USA,Caramel Stuffed Bars,14/02/2022,$987.00,1970-01-01 00:00:00.000000021
Camilla Castle,Australia,99% Dark & Pure,18/01/2022,"$4,669.00",1970-01-01 00:00:00.000000101
Kaine Padly,India,Milk Bars,02/05/2022,"$2,905.00",1970-01-01 00:00:00.000000091
Ches Bonnell,Australia,Smooth Sliky Salty,16/05/2022,"$7,490.00",1970-01-01 00:00:00.000000054
Mallorie Waber,USA,Almond Choco,28/01/2022,"$6,986.00",1970-01-01 00:00:00.000000368
Kaine Padly,Canada,99% Dark & Pure,24/06/2022,"$1,288.00",1970-01-01 00:00:00.000000409
Oby Sorrel,UK,After Nines,18/07/2022,"$2,345.00",1970-01-01 00:00:00.000000104
Gunar Cockshoot,UK,Eclairs,13/04/2022,"$3,619.00",1970-01-01 00:00:00.000000164
Dotty Strutley,USA,Caramel Stuffed Bars,15/04/2022,"$16,982.00",1970-01-01 00:00:00.000000076
Jan Morforth,India,Peanut Butter Cubes,04/01/2022,"$8,092.00",1970-01-01 00:00:00.000000178
Husein Augar,Australia,Eclairs,04/07/2022,"$6,993.00",1970-01-01 00:00:00.000000031
Beverie Moffet,USA,Smooth Sliky Salty,24/03/2022,"$2,317.00",1970-01-01 00:00:00.000000352
Camilla Castle,Australia,Manuka Honey Choco,17/03/2022,$637.00,1970-01-01 00:00:00.000000169
Oby Sorrel,Australia,Almond Choco,15/02/2022,"$6,034.00",1970-01-01 00:00:00.000000223
Jan Morforth,USA,Orange Choco,29/06/2022,$980.00,1970-01-01 00:00:00.000000146
Gigi Bohling,USA,Fruit & Nut Bars,24/05/2022,"$2,821.00",1970-01-01 00:00:00.000000112
Mallorie Waber,UK,Milk Bars,10/01/2022,"$3,563.00",1970-01-01 00:00:00.000000284
Curtice Advani,USA,Raspberry Choco,15/03/2022,"$2,996.00",1970-01-01 00:00:00.000000139
Marney O'Breen,Canada,Milk Bars,08/02/2022,"$2,436.00",1970-01-01 00:00:00.000000309
Brien Boise,India,Caramel Stuffed Bars,25/02/2022,"$1,540.00",1970-01-01 00:00:00.000000100
Gunar Cockshoot,USA,Eclairs,03/05/2022,"$6,916.00",1970-01-01 00:00:00.000000042
Roddy Speechley,USA,Fruit & Nut Bars,14/06/2022,"$5,509.00",1970-01-01 00:00:00.000000024
Gunar Cockshoot,India,50% Dark Bites,09/08/2022,"$12,992.00",1970-01-01 00:00:00.000000083
Wilone O'Kielt,New Zealand,Manuka Honey Choco,11/07/2022,"$3,724.00",1970-01-01 00:00:00.000000234
Kaine Padly,UK,Manuka Honey Choco,14/01/2022,"$7,133.00",1970-01-01 00:00:00.000000118
Van Tuxwell,Canada,Manuka Honey Choco,24/02/2022,"$8,617.00",1970-01-01 00:00:00.000000046
Wilone O'Kielt,New Zealand,Almond Choco,15/03/2022,"$9,198.00",1970-01-01 00:00:00.000000144
Oby Sorrel,New Zealand,Baker's Choco Chips,25/04/2022,"$11,823.00",1970-01-01 00:00:00.000000047
Dennison Crosswaite,Australia,Organic Choco Syrup,10/05/2022,"$5,775.00",1970-01-01 00:00:00.000000041
Marney O'Breen,Australia,Spicy Special Slims,23/06/2022,"$13,125.00",1970-01-01 00:00:00.000000275
Beverie Moffet,Canada,Smooth Sliky Salty,28/02/2022,"$14,287.00",1970-01-01 00:00:00.000000370
Brien Boise,USA,Organic Choco Syrup,25/05/2022,"$16,233.00",1970-01-01 00:00:00.000000138
Roddy Speechley,New Zealand,Baker's Choco Chips,22/02/2022,"$5,313.00",1970-01-01 00:00:00.000000215
Van Tuxwell,UK,85% Dark Bars,11/07/2022,"$3,577.00",1970-01-01 00:00:00.000000134
Marney O'Breen,Canada,Spicy Special Slims,03/01/2022,"$3,528.00",1970-01-01 00:00:00.000000336
Rafaelita Blaksland,New Zealand,70% Dark Bites,24/08/2022,$679.00,1970-01-01 00:00:00.000000280
Beverie Moffet,USA,50% Dark Bites,28/07/2022,"$2,450.00",1970-01-01 00:00:00.000000352
Brien Boise,USA,Mint Chip Choco,25/05/2022,"$10,577.00",1970-01-01 00:00:00.000000150
Karlen McCaffrey,New Zealand,Eclairs,06/05/2022,"$2,597.00",1970-01-01 00:00:00.000000177
Barr Faughny,India,Drinking Coco,28/01/2022,"$2,219.00",1970-01-01 00:00:00.000000142
Marney O'Breen,UK,Orange Choco,06/06/2022,"$11,319.00",1970-01-01 00:00:00.000000012
Brien Boise,New Zealand,Baker's Choco Chips,12/07/2022,"$5,978.00",1970-01-01 00:00:00.000000024
Ches Bonnell,Canada,Spicy Special Slims,05/08/2022,"$5,327.00",1970-01-01 00:00:00.000000183
Brien Boise,USA,Orange Choco,28/01/2022,"$6,020.00",1970-01-01 00:00:00.000000147
Kaine Padly,India,Spicy Special Slims,31/08/2022,"$5,614.00",1970-01-01 00:00:00.000000137
Mallorie Waber,USA,50% Dark Bites,19/04/2022,"$1,736.00",1970-01-01 00:00:00.000000013
Mallorie Waber,UK,Mint Chip Choco,29/06/2022,"$6,384.00",1970-01-01 00:00:00.000000002
Beverie Moffet,India,Choco Coated Almonds,24/02/2022,"$3,577.00",1970-01-01 00:00:00.000000261
Madelene Upcott,UK,Smooth Sliky Salty,04/03/2022,"$14,539.00",1970-01-01 00:00:00.000000084
Gigi Bohling,India,Eclairs,21/06/2022,"$3,493.00",1970-01-01 00:00:00.000000068
Rafaelita Blaksland,Australia,Organic Choco Syrup,26/01/2022,$994.00,1970-01-01 00:00:00.000000105
Oby Sorrel,New Zealand,White Choc,10/06/2022,"$4,361.00",1970-01-01 00:00:00.000000040
Andria Kimpton,UK,Drinking Coco,23/05/2022,"$1,554.00",1970-01-01 00:00:00.000000065
Kelci Walkden,India,Milk Bars,15/04/2022,$966.00,1970-01-01 00:00:00.000000107
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,31/01/2022,"$5,334.00",1970-01-01 00:00:00.000000227
Andria Kimpton,New Zealand,Organic Choco Syrup,04/03/2022,"$4,935.00",1970-01-01 00:00:00.000000039
Barr Faughny,New Zealand,After Nines,19/04/2022,"$10,024.00",1970-01-01 00:00:00.000000084
Beverie Moffet,UK,Almond Choco,16/05/2022,"$2,506.00",1970-01-01 00:00:00.000000100
Oby Sorrel,Australia,Raspberry Choco,17/02/2022,"$1,043.00",1970-01-01 00:00:00.000000120
Dennison Crosswaite,USA,Raspberry Choco,18/01/2022,"$6,524.00",1970-01-01 00:00:00.000000257
Roddy Speechley,Canada,Orange Choco,09/02/2022,"$8,148.00",1970-01-01 00:00:00.000000085
Mallorie Waber,Canada,Orange Choco,23/03/2022,"$3,577.00",1970-01-01 00:00:00.000000178
Madelene Upcott,New Zealand,Caramel Stuffed Bars,01/02/2022,"$3,374.00",1970-01-01 00:00:00.000000151
Mallorie Waber,India,Drinking Coco,07/03/2022,"$3,948.00",1970-01-01 00:00:00.000000142
Ches Bonnell,UK,White Choc,03/01/2022,"$3,269.00",1970-01-01 00:00:00.000000226
Ches Bonnell,USA,White Choc,11/02/2022,"$5,271.00",1970-01-01 00:00:00.000000341
Dennison Crosswaite,New Zealand,Orange Choco,16/03/2022,"$4,571.00",1970-01-01 00:00:00.000000140
Dotty Strutley,India,White Choc,15/08/2022,"$12,327.00",1970-01-01 00:00:00.000000330
Gigi Bohling,India,Manuka Honey Choco,12/05/2022,"$4,935.00",1970-01-01 00:00:00.000000073
Van Tuxwell,India,Spicy Special Slims,11/04/2022,"$6,167.00",1970-01-01 00:00:00.000000004
Jan Morforth,New Zealand,Mint Chip Choco,30/06/2022,"$18,340.00",1970-01-01 00:00:00.000000285
Dotty Strutley,New Zealand,White Choc,15/06/2022,"$7,014.00",1970-01-01 00:00:00.000000060
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,01/08/2022,"$7,119.00",1970-01-01 00:00:00.000000101
Kaine Padly,USA,Milk Bars,15/06/2022,"$15,491.00",1970-01-01 00:00:00.000000058
Brien Boise,India,After Nines,16/06/2022,"$5,747.00",1970-01-01 00:00:00.000000045
Oby Sorrel,New Zealand,Raspberry Choco,13/05/2022,"$4,550.00",1970-01-01 00:00:00.000000281
Dennison Crosswaite,USA,Drinking Coco,10/05/2022,"$2,191.00",1970-01-01 00:00:00.000000138
Oby Sorrel,India,Eclairs,25/08/2022,"$5,663.00",1970-01-01 00:00:00.000000322
Ches Bonnell,New Zealand,Organic Choco Syrup,15/07/2022,"$7,623.00",1970-01-01 00:00:00.000000085
Gigi Bohling,UK,Baker's Choco Chips,16/05/2022,"$9,023.00",1970-01-01 00:00:00.000000409
Jan Morforth,Australia,50% Dark Bites,14/06/2022,"$3,402.00",1970-01-01 00:00:00.000000182
Beverie Moffet,Australia,Smooth Sliky Salty,25/01/2022,"$10,507.00",1970-01-01 00:00:00.000000467
Ches Bonnell,USA,Organic Choco Syrup,28/07/2022,"$7,721.00",1970-01-01 00:00:00.000000014
Brien Boise,Canada,Mint Chip Choco,28/01/2022,"$5,033.00",1970-01-01 00:00:00.000000178
Kaine Padly,UK,Orange Choco,29/06/2022,"$1,960.00",1970-01-01 00:00:00.000000191
Karlen McCaffrey,Australia,70% Dark Bites,24/06/2022,$238.00,1970-01-01 00:00:00.000000317
Gunar Cockshoot,Canada,Mint Chip Choco,01/07/2022,"$7,756.00",1970-01-01 00:00:00.000000410
Roddy Speechley,USA,Peanut Butter Cubes,25/02/2022,"$1,736.00",1970-01-01 00:00:00.000000137
Curtice Advani,Canada,Smooth Sliky Salty,01/08/2022,"$2,660.00",1970-01-01 00:00:00.000000012
Oby Sorrel,Australia,Milk Bars,21/06/2022,"$7,672.00",1970-01-01 00:00:00.000000254
Camilla Castle,New Zealand,Spicy Special Slims,25/01/2022,"$11,564.00",1970-01-01 00:00:00.000000024
Gigi Bohling,UK,Milk Bars,17/05/2022,"$1,365.00",1970-01-01 00:00:00.000000232
Andria Kimpton,Australia,85% Dark Bars,23/08/2022,"$4,186.00",1970-01-01 00:00:00.000000233
Camilla Castle,Australia,Smooth Sliky Salty,03/03/2022,"$7,406.00",1970-01-01 00:00:00.000000118
Roddy Speechley,India,Caramel Stuffed Bars,30/05/2022,"$8,911.00",1970-01-01 00:00:00.000000543
Karlen McCaffrey,USA,Drinking Coco,29/06/2022,$112.00,1970-01-01 00:00:00.000000223
Andria Kimpton,Canada,Organic Choco Syrup,04/01/2022,"$8,204.00",1970-01-01 00:00:00.000000204
Jehu Rudeforth,Australia,Drinking Coco,14/01/2022,"$2,611.00",1970-01-01 00:00:00.000000065
Karlen McCaffrey,USA,Mint Chip Choco,15/02/2022,"$15,652.00",1970-01-01 00:00:00.000000053
Curtice Advani,New Zealand,Spicy Special Slims,10/01/2022,"$4,074.00",1970-01-01 00:00:00.000000469
Madelene Upcott,USA,White Choc,04/05/2022,"$12,250.00",1970-01-01 00:00:00.000000213
Andria Kimpton,USA,Spicy Special Slims,23/05/2022,"$2,366.00",1970-01-01 00:00:00.000000005
Barr Faughny,New Zealand,Fruit & Nut Bars,26/04/2022,"$1,687.00",1970-01-01 00:00:00.000000147
Oby Sorrel,Canada,Organic Choco Syrup,05/07/2022,"$1,232.00",1970-01-01 00:00:00.000000074
Madelene Upcott,UK,Organic Choco Syrup,21/07/2022,"$6,965.00",1970-01-01 00:00:00.000000163
Dotty Strutley,USA,Mint Chip Choco,21/02/2022,"$5,292.00",1970-01-01 00:00:00.000000248
Kelci Walkden,USA,Orange Choco,03/02/2022,"$1,379.00",1970-01-01 00:00:00.000000138
Gigi Bohling,Australia,Caramel Stuffed Bars,08/07/2022,"$8,001.00",1970-01-01 00:00:00.000000151
Mallorie Waber,India,50% Dark Bites,31/05/2022,$588.00,1970-01-01 00:00:00.000000139
Van Tuxwell,New Zealand,Mint Chip Choco,27/06/2022,"$4,046.00",1970-01-01 00:00:00.000000103
Van Tuxwell,India,50% Dark Bites,13/05/2022,"$5,103.00",1970-01-01 00:00:00.000000129
Van Tuxwell,USA,Manuka Honey Choco,31/05/2022,"$2,317.00",1970-01-01 00:00:00.000000102
Wilone O'Kielt,USA,Orange Choco,28/02/2022,"$7,042.00",1970-01-01 00:00:00.000000037
Barr Faughny,New Zealand,Eclairs,28/03/2022,"$6,713.00",1970-01-01 00:00:00.000000031
Gigi Bohling,USA,After Nines,14/01/2022,"$1,848.00",1970-01-01 00:00:00.000000227
Barr Faughny,New Zealand,Mint Chip Choco,21/02/2022,"$6,440.00",1970-01-01 00:00:00.000000145
Dennison Crosswaite,Canada,85% Dark Bars,01/08/2022,"$10,885.00",1970-01-01 00:00:00.000000090
Beverie Moffet,New Zealand,Smooth Sliky Salty,19/05/2022,"$2,387.00",1970-01-01 00:00:00.000000059
Husein Augar,USA,White Choc,13/07/2022,"$2,030.00",1970-01-01 00:00:00.000000060
Andria Kimpton,Australia,Peanut Butter Cubes,20/04/2022,"$6,678.00",1970-01-01 00:00:00.000000148
Dennison Crosswaite,India,85% Dark Bars,30/06/2022,"$4,515.00",1970-01-01 00:00:00.000000022
Curtice Advani,UK,50% Dark Bites,08/03/2022,"$3,374.00",1970-01-01 00:00:00.000000142
Gunar Cockshoot,USA,Fruit & Nut Bars,09/03/2022,"$5,852.00",1970-01-01 00:00:00.000000093
Oby Sorrel,Canada,Raspberry Choco,16/06/2022,"$1,750.00",1970-01-01 00:00:00.000000208
Gigi Bohling,UK,Drinking Coco,30/06/2022,"$5,782.00",1970-01-01 00:00:00.000000042
Kelci Walkden,India,Mint Chip Choco,28/07/2022,"$2,870.00",1970-01-01 00:00:00.000000120
Karlen McCaffrey,Canada,Peanut Butter Cubes,12/08/2022,"$3,094.00",1970-01-01 00:00:00.000000159
Barr Faughny,UK,Mint Chip Choco,07/07/2022,"$3,724.00",1970-01-01 00:00:00.000000316
Barr Faughny,USA,85% Dark Bars,25/08/2022,"$12,761.00",1970-01-01 00:00:00.000000047
Husein Augar,Canada,Eclairs,17/01/2022,"$3,696.00",1970-01-01 00:00:00.000000233
Jan Morforth,Australia,70% Dark Bites,04/03/2022,"$5,222.00",1970-01-01 00:00:00.000000384
Marney O'Breen,New Zealand,Fruit & Nut Bars,25/08/2022,"$8,939.00",1970-01-01 00:00:00.000000004
Ches Bonnell,UK,Peanut Butter Cubes,15/04/2022,"$2,156.00",1970-01-01 00:00:00.000000260
Kaine Padly,USA,Organic Choco Syrup,11/03/2022,"$2,380.00",1970-01-01 00:00:00.000000022
Camilla Castle,USA,Raspberry Choco,20/05/2022,"$3,339.00",1970-01-01 00:00:00.000000018
Brien Boise,New Zealand,Manuka Honey Choco,14/06/2022,"$14,980.00",1970-01-01 00:00:00.000000042
